Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Billboards
In pictures: Caloundra Music Festival,http://www.abc.net.au/local/photos/2014/10/07/4101802.htm,7/10/2014,http://www.abc.net.au/reslib/201410/r1338685_18667536.jpg,John Butler pulls one of the biggest crowds at the Caloundra Music Festival.,Copyright: AAP | Source: User submitted | Byline: Brett Croese,"Arts and Entertainment, Arts and Entertainment:Events:Carnivals and Festivals, Arts and Entertainment:Street Art, Community and Society",ABC Sunshine & Cooloola Coasts Qld,QLD,Caloundra,"caloundra music festival, carnivals-and-festivals, music, community-and-society, lifestyle-and-leisure, street-art",-26.7987,153.1367,http://www.abc.net.au/local/photos/2014/10/07/4101802-mediarss.xml,"images/test_word_cloud_0581.png"
Brisbane theatre at home in Albury farmhouse,http://www.abc.net.au/local/photos/2014/10/07/4102040.htm,7/10/2014,http://www.abc.net.au/reslib/201410/r1338767_18669441.jpg,"Members of 'The Escapists' theatre ensemble at the Splitters Creek farmhouse, 6th October 2014 (L-R): Keith Clark, Lucas Stibbard, Neridah Waters, Tim Dashwood.",Copyright: ABC | Source: ABC Goulburn Murray | Byline: Nick Fogarty,"Arts and Entertainment:Books (Literature), Arts and Entertainment:Theatre, Community and Society:Community Organisations, Community and Society:Regional",ABC Goulburn Murray,NSW,Albury,"abc, abc goulburn murray, theatre, hothouse, arts, albury, farmhouse, escapists, regional, news, lucas stibbard, brisbane,",-36.0765,146.9227,http://www.abc.net.au/local/photos/2014/10/07/4102040-mediarss.xml,"images/test_word_cloud_0582.png"
Unconquered para-triathlete takes on the world,http://www.abc.net.au/local/photos/2014/08/27/4075265.htm,27/08/2014,http://www.abc.net.au/reslib/201408/r1321456_18295940.jpg,"Para-triathlete Mark Urquhart will take on competitors from across the globe at the World Championships in Edmonton, then compete in the Invictus Games in London.",Copyright: ABC | Source: ABC Online | Byline: Ross Kay,"Human Interest, Human Interest:People, Sport, Sport:Other Sports",ABC Wide Bay Qld,QLD,Bundaberg,"news, mark urquhart, invictus games, bundaberg, triathlon",-24.8683,152.3459,http://www.abc.net.au/local/photos/2014/08/27/4075265-mediarss.xml,"images/test_word_cloud_0583.png"
Old school trades - watchmaker,http://www.abc.net.au/local/photos/2014/10/03/4099959.htm,3/10/2014,http://www.abc.net.au/reslib/201410/r1337330_18639338.jpg,Bill Phinn has been working as a watchmaker for over 50 years.,Copyright: ABC | Source: ABC Local | Byline: Robert Virtue,"Community and Society, Community and Society:Work,",ABC Central West NSW,NSW,Orange,"Old School Trades, job, employment, history, work, life, people, trades, apprenticeships, Orange, NSW, New South Wales, Australia, 2014, ABC, ABC Central West, ABC Western Plains, Robert Virtue, watch, time, watchmaker, hours, minutes, seconds, Bill Phinn, clock, pocket watch",-33.2846,149.0988,http://www.abc.net.au/local/photos/2014/10/03/4099959-mediarss.xml,"images/test_word_cloud_0584.png"
Emma's ark draws Australia's most exotic community together,http://www.abc.net.au/local/photos/2014/08/05/4061059.htm,5/08/2014,http://www.abc.net.au/reslib/201408/r1312069_18065354.jpg,Emma Washer inspects some of her sculptural work from below in the water of Cocos Islands' Direction Island.,Copyright: ABC licensed | Source: Supplied | Byline: Cara Ratajczak,"Arts and Entertainment:Library Museum and Gallery, Community and Society:Multiculturalism,",ABC North West WA,WA,West Island Cocos (Keeling) Islands,cocos keeling islands coral atoll Australian territory emmma washer malay muslim North West WA: Mornings,-12.154801,96.844482,http://www.abc.net.au/local/photos/2014/08/05/4061059-mediarss.xml,"images/test_word_cloud_0585.png"
Drive and Evenings live from Floriade,http://www.abc.net.au/local/photos/2014/10/02/4099036.htm,2/10/2014,http://www.abc.net.au/reslib/201410/r1336812_18628607.JPG,Evenings' Dom Knight broadcasting live with the Norman the Quiz audience,Copyright: ABC | Source: Min Sun - ABC Local | Byline:,"Arts and Entertainment:Events:Carnivals and Festivals,",ABC Canberra,ACT,Canberra,"Floriade, Nightfest, Drive, Adam Shirley",-35.2772,149.1292,http://www.abc.net.au/local/photos/2014/10/02/4099036-mediarss.xml,"images/test_word_cloud_0586.png"
Finding meaning in tragedy: fund keeps memory of bipolar sufferer alive,http://www.abc.net.au/local/photos/2014/10/07/4102045.htm,7/10/2014,http://www.abc.net.au/reslib/201410/r1338661_18666874.jpg,Carol Smit with a photo of her brother Ian Parker.,Copyright: ABC | Source: ABC Local | Byline: Lily Partland,"Community and Society:Charities and Community Organisations, Community and Society:Suicide, Community and Society:Volunteers, Health",ABC Ballarat,VIC,Colac,"mental health, bipolar disorder, suicide, research, mentalas",-38.3405,143.5835,http://www.abc.net.au/local/photos/2014/10/07/4102045-mediarss.xml,"images/test_word_cloud_0587.png"
"Photo gallery from the 2014 Great Southern Blues Festival, Narooma",http://www.abc.net.au/local/photos/2014/10/07/4101925.htm,7/10/2014,http://www.abc.net.au/reslib/201410/r1338633_18666189.jpg,The crowd goes wild at the conclusion of a powerful performance by Russell Morris at the 2014 Great Southern Blues Festival.,Copyright: ABC | Source: ABC South East NSW | Byline: Bill Brown,"Arts and Entertainment:Events:Carnivals and Festivals, Arts and Entertainment:Music,",ABC South East NSW,NSW,Narooma,senswmusic Great Southern Blues Festival Narooma Joe Camilleri Black Sorrows Mal Eastick Kevin Borich Vika Bull Phil Manning Russel Morris,-36.2226,150.1294,http://www.abc.net.au/local/photos/2014/10/07/4101925-mediarss.xml,"images/test_word_cloud_0588.png"
Drought-stricken families given anonymous gift,http://www.abc.net.au/local/photos/2014/10/07/4101783.htm,7/10/2014,http://www.abc.net.au/reslib/201410/r1338603_18665175.JPG,Father Peter Doohan says the Charleville Catholic Church has found ways to assist drought-stricken families who have trouble asking for help.,Copyright: ABC | Source: ABC | Byline: Blythe Moore,"Community and Society:Religion and Beliefs:Catholic, Disasters and Accidents:Drought, Human Interest:People,",ABC Western Queensland,QLD,Charleville,"father peter doohan, priest, charville, religion, catholic church, drought, money, donations, anonymous, financial, blythe moore, ash moore, abc western queensland, diocese of toowoomba, quilpie, cunnamulla, augathella, windorah",-26.407,146.2416,http://www.abc.net.au/local/photos/2014/10/07/4101783-mediarss.xml,"images/test_word_cloud_0589.png"
Photographers snap CQ for world record,http://www.abc.net.au/local/photos/2014/10/07/4101805.htm,7/10/2014,http://www.abc.net.au/reslib/201410/r1338619_18665957.jpg,Some of the photographs snapped by local photographers as part of the world's biggest Instameet.,Copyright: ABC | Source: Capricorn Enterprise | Byline: Used with permission,"Arts and Entertainment:Photography, Lifestyle and Leisure:Travel and Tourism,",ABC Capricornia,QLD,Rockhampton,"Photographer Mark Clinton, Instagram, Instameet, Tourism and Events Queensland, Capricorn Enterprise Nathan White",-23.3782,150.5106,http://www.abc.net.au/local/photos/2014/10/07/4101805-mediarss.xml,"images/test_word_cloud_0590.png"
Understanding anxiety through a fear of thunderstorms,http://www.abc.net.au/local/photos/2014/10/02/4099213.htm,2/10/2014,http://www.abc.net.au/reslib/201410/r1336905_18630421.JPG,Kim Taylor relates her story about experiencing anxiety and panic attacks and what she has done to manage this.,Copyright: ABC | Source: ABC Gippsland | Byline: Jenni Henderson,"Community and Society, Health, Health:Mental Health,",ABC Gippsland Vic,VIC,Bairnsdale,abc gippsland anxiety disorder mentalas mental as psychology psychologist mind panic attack fear,-37.8268,147.6086,http://www.abc.net.au/local/photos/2014/10/02/4099213-mediarss.xml,"images/test_word_cloud_0591.png"
Aboriginal playwright and composer Jimmy Chi on the strength to live with mental illness,http://www.abc.net.au/local/photos/2014/10/03/4100197.htm,3/10/2014,http://www.abc.net.au/reslib/201410/r1337512_18643530.jpg,"Despite living with bipolar disorder for most of his adult life, Jimmy Chi wrote the musicals Bran Nue Dae and Corrugation Road which pioneered new understandings of Aboriginality and mental illness. (3/10/14)",Copyright: ABC | Source: ABC Local | Byline: Ben Collins,"Arts and Entertainment:Opera and Musical Theatre, Community and Society:Indigenous (Aboriginal and Torres Strait Islander):Reconciliation, Health:Mental Health,",ABC Kimberley WA,WA,Broome,jimmy chi mental illness bipolar disorder Aboriginal playwright musical composer Kimberley: Mornings Broome music pigram,-17.957,122.2395,http://www.abc.net.au/local/photos/2014/10/03/4100197-mediarss.xml,"images/test_word_cloud_0592.png"
Horses given token role in Albany Anzac commemoration parade,http://www.abc.net.au/local/photos/2014/10/06/4101272.htm,6/10/2014,http://www.abc.net.au/reslib/201304/r1105361_13377011.jpg,Charging at full speed on the Dardanup training ground,Copyright: ABC | Source: ABC Local | Byline: Sharon Kennedy,"Community and Society:History:20th Century, Community and Society:History:World War 1, Event:ANZAC Day, Human Interest",ABC South West WA,WA,Dardanup,"southwest, lighthorse, anzac, Dardanup, war, history, South West: Mornings,",-33.4,115.75,http://www.abc.net.au/local/photos/2014/10/06/4101272-mediarss.xml,"images/test_word_cloud_0593.png"
Research on fires at Wilsons Promontory to discover a new way of managing national parks,http://www.abc.net.au/local/photos/2014/10/03/4100124.htm,3/10/2014,http://www.abc.net.au/reslib/201410/r1337479_18642828.jpg,A photo taken behind South Peak in 1951,Copyright: ABC | Source: Parks Victoria | Byline: Supplied,"Disasters and Accidents, Disasters and Accidents:Fires, Disasters and Accidents:Fires:Bushfire, Environment",ABC Gippsland Vic,VIC,Tidal River,abc gippsland wilsons promontory fire national park state management fire planned burns grazing ecology research,-39.0167,146.3167,http://www.abc.net.au/local/photos/2014/10/03/4100124-mediarss.xml,"images/test_word_cloud_0594.png"
Finding strength in flood tales,http://www.abc.net.au/local/photos/2014/10/03/4099853.htm,3/10/2014,http://www.abc.net.au/reslib/201410/r1337282_18638296.jpg,Stories of strength and resilience during the 2013 Bundaberg floods are told in the new book Finding Strength in Words. (file photo),Copyright: ABC | Source: ABC Open | Byline: Brad Marsellos,"Disasters and Accidents, Disasters and Accidents:Floods, Health, Health:Mental Health",ABC Wide Bay Qld,QLD,Bundaberg,"news, mental as, bundaberg, floods, 2013, disaster, recovery",-24.8683,152.3459,http://www.abc.net.au/local/photos/2014/10/03/4099853-mediarss.xml,"images/test_word_cloud_0595.png"
"Minions, monsters and metres of straw",http://www.abc.net.au/local/photos/2014/10/03/4099948.htm,3/10/2014,http://www.abc.net.au/reslib/201410/r1337346_18643862.JPG,Scarecrows have begun popping up in the main street of Cardross for the annual Scarecrow Spectacular.,Copyright: ABC | Source: | Byline: Charlotte King,"Community and Society, Community and Society:Community and Multicultural Festivals, Community and Society:Community Organisations, Community and Society:Regional",ABC Mildura - Swan Hill Victoria,VIC,Cardross,scarecrow cardross community mildura swan hill show straw,-34.287,142.144,http://www.abc.net.au/local/photos/2014/10/03/4099948-mediarss.xml,"images/test_word_cloud_0596.png"
Geocaching: Naracoorte opens the doors to national treasure hunters,http://www.abc.net.au/local/photos/2014/10/03/4099751.htm,3/10/2014,http://www.abc.net.au/reslib/201410/r1337228_18636776.jpg,"'Rusty Rails' is one of the geocaches hidden in Naracoorte, but where?",Copyright: ABC | Source: ABC Local | Byline: Kate Hill,"Human Interest, Science and Technology:Weird and Wonderful,",ABC South East SA,SA,Naracoorte,"abc, geocaching, cache, naracoorte, south east, international space station, rusty rails, GPS, hidden treasure, global, difficulty, event, mystery",-36.9578,140.7395,http://www.abc.net.au/local/photos/2014/10/03/4099751-mediarss.xml,"images/test_word_cloud_0597.png"
Rockhampton bull well dressed for cancer awareness,http://www.abc.net.au/local/photos/2014/10/03/4099885.htm,3/10/2014,http://www.abc.net.au/reslib/201410/r1337302_18638766.jpg,"Queensland Cancer Council's Jessica O'Neill and Dianne Jeha place a pink tie on one of Rockhampton's bull statues to promote Pink Ribbon Day, which is on October 27.",Copyright: ABC | Source: ABC Local | Byline: Alice Roberts,"Health:Diseases and Disorders:Breast Cancer, Health:Diseases and Disorders:Cancer,",ABC Capricornia,QLD,Rockhampton,"Pink Ribbon Day, Cancer Council Queensland, breast cancer survivor Jenny Horn",-23.3782,150.5106,http://www.abc.net.au/local/photos/2014/10/03/4099885-mediarss.xml,"images/test_word_cloud_0598.png"
Aboriginal contribution to pastoral industry honoured,http://www.abc.net.au/local/photos/2014/09/18/4090406.htm,18/09/2014,http://www.abc.net.au/reslib/201409/r1331304_18631884.jpg,Fred Edwards is one of more than 300 Aboriginal former pastoral workers who shared their stories for researcher Delyna Baxter,Copyright: Unspecified | Source: Supplied | Byline: Delyna Baxter,"Community and Society:History, Community and Society:Indigenous (Aboriginal and Torres Strait Islander), Rural, Rural:Pasture",ABC Alice Springs,NT,Alice Springs,"alice springs, news, australian stockman's hall of fame, cdu, indigenous, aboriginal,",-23.6989,133.8829,http://www.abc.net.au/local/photos/2014/09/18/4090406-mediarss.xml,"images/test_word_cloud_0599.png"
Will it be the year of the Dog or the Rabbit?,http://www.abc.net.au/local/photos/2014/10/03/4099862.htm,3/10/2014,http://www.abc.net.au/reslib/201410/r1336477_18621756.JPG,A lone Bulldog in Rabbitohs' territory,Copyright: ABC | Source: ABC | Byline: Lawrence Champness,"Sport:Rugby League, Sport,",ABC Sydney,NSW,Sydney South,"rabbitohs, bulldogs, bunnies, souths, canterbury, bankstown, bulldog, campsie, belmore, rugby, rugby league, NRL, footy, Sunday, September, 2014, grand final, sport, sporting, HG, Roy, commentary, lawrence champness, lotta haegg, legends, bob mcarthy,",-33.899985,151.207838,http://www.abc.net.au/local/photos/2014/10/03/4099862-mediarss.xml,"images/test_word_cloud_0600.png"
What's on in Sydney 3 and 4 October,http://www.abc.net.au/local/photos/2014/10/03/4086286.htm,3/10/2014,http://www.abc.net.au/reslib/201410/r1337272_18638003.jpg,"Take a journey through Parramatta's hidden lanes and discover delicious street foods, pop-up bars, live music and art installations as traditional urban spaces are transformed into playgrounds for the curious and hungry.",Copyright: ABC | Source: Discover Parramatta | Byline: Supplied,"Arts and Entertainment,",ABC Sydney,,,"whats on, sydney, arts, events, community, 702: weekends",,,http://www.abc.net.au/local/photos/2014/10/03/4086286-mediarss.xml,"images/test_word_cloud_0601.png"
The return of Norseman’s rock drilling competition,http://www.abc.net.au/local/photos/2014/10/02/4099166.htm,2/10/2014,http://www.abc.net.au/reslib/201410/r1336791_18628262.JPG,The iconic rock drilling competition returned after a two-decade hiatus,Copyright: ABC licensed | Source: Claire Weir | Byline: Supplied,"Business, Economics and Finance:Industry:Mining, Community and Society:Community and Multicultural Festivals,",ABC Goldfields WA,WA,Norseman,Norseman Rock Drilling Competition Mining Games Goldfields Gold Fever Festival Photos,-32.1988,121.7773,http://www.abc.net.au/local/photos/2014/10/02/4099166-mediarss.xml,"images/test_word_cloud_0602.png"
